TimeStamp,XAccel,YAccel,ZAccel,XGyro,YGyro,ZGyro,XMag,YMag,ZMag
132523941151214998,2807,1923,2051,1822,1922,1775,-723,-195,-221
132523941151437435,2975,1979,1600,1703,1722,1859,-751,-188,-161
132523941151554830,2857,1977,1642,1751,1641,1884,-751,-188,-161
132523941151790364,2878,2063,1770,1812,1682,1922,-751,-188,-161
132523941152027471,2919,2007,1716,1800,1741,1939,-766,-187,-125
132523941152163636,2888,1978,1735,1787,1794,1969,-766,-187,-125
132523941152405430,2765,1957,1838,1805,1776,1905,-766,-187,-125
132523941152612995,2848,2046,1786,1927,1758,1895,-766,-187,-125
132523941152755677,3001,1907,1627,1817,1693,1915,-768,-195,-106
132523941152988340,2731,1932,1583,1809,1641,1919,-768,-195,-106
132523941153212761,2782,1950,1624,1842,1742,1860,-768,-195,-106
132523941153464334,2834,1898,1694,1887,1845,1892,-767,-196,-92
132523941153716547,2886,1936,1635,1897,1881,1941,-767,-196,-92
132523941153846376,2869,1906,1663,1862,1843,1939,-767,-196,-92
132523941154086421,2780,1856,1649,1851,1817,1912,-767,-196,-92
132523941154180975,2735,1878,1712,1876,1806,1908,-776,-208,-79
132523941154443202,2868,1813,1669,1897,1809,1873,-776,-208,-79
132523941154528817,2743,1889,1665,1878,1746,1835,-776,-208,-79
132523941154781529,2830,1965,1696,1925,1794,1887,-767,-215,-73
132523941154956838,2862,1951,1636,1889,1839,1858,-767,-215,-73
132523941155064072,2757,1903,1594,1925,1829,1871,-767,-215,-73
132523941155304968,2742,1855,1708,1941,1830,1858,-767,-215,-73
132523941155552636,2832,1990,1763,1985,1857,1918,-775,-211,-62
132523941155828662,2964,1988,1728,1908,1761,1874,-775,-211,-62
132523941155837983,2778,2018,1642,1891,1729,1896,-775,-211,-62
132523941156152036,2816,2007,1658,1906,1765,1920,-783,-211,-58
132523941156289660,2844,1967,1674,1912,1790,1856,-783,-211,-58
132523941156531280,2895,1971,1648,1812,1776,1843,-783,-211,-58
132523941156664236,2885,1989,1600,1760,1721,1860,-783,-211,-58
132523941156855697,2822,1902,1590,1724,1653,1848,-774,-216,-40
132523941157115952,2771,1877,1565,1779,1588,1777,-774,-216,-40
