TimeStamp,XAccel,YAccel,ZAccel,XGyro,YGyro,ZGyro,XMag,YMag,ZMag
132523938233981951,1975,2145,2674,1920,1729,1889,-175,-450,-450
132523938234073144,1954,2145,2657,1920,1729,1888,-175,-450,-450
132523938234319682,1967,2167,2683,1921,1730,1890,-175,-450,-450
132523938234509750,1965,2136,2687,1921,1730,1889,-175,-445,-447
132523938234745426,1959,2134,2689,1920,1730,1889,-175,-445,-447
132523938234931951,1973,2154,2688,1920,1729,1891,-175,-445,-447
132523938235059974,1966,2143,2690,1921,1729,1891,-175,-445,-447
132523938235334672,1944,2167,2685,1920,1729,1889,-166,-449,-448
132523938235867604,1944,2160,2693,1919,1728,1889,-166,-449,-448
132523938235895921,1938,2140,2699,1919,1728,1888,-166,-449,-448
132523938235908796,1948,2142,2673,1920,1729,1889,-177,-442,-439
132523938236135132,1948,2151,2681,1923,1731,1891,-177,-442,-439
132523938236310250,1965,2145,2648,1921,1729,1889,-177,-442,-439
132523938236460105,1972,2121,2660,1920,1728,1889,-177,-442,-439
132523938236794270,1967,2164,2700,1921,1729,1887,-167,-453,-448
132523938237023550,1938,2160,2683,1921,1729,1890,-167,-453,-448
132523938237034791,1960,2124,2696,1922,1729,1885,-167,-453,-448
132523938237595170,1956,2145,2679,1920,1729,1889,-167,-451,-442
132523938237682683,1961,2149,2675,1921,1730,1889,-167,-451,-442
132523938237694345,1950,2150,2673,1920,1729,1888,-167,-451,-442
132523938237917871,1955,2141,2682,1921,1729,1889,-167,-451,-442
132523938238133350,1958,2142,2691,1920,1729,1888,-169,-455,-447
132523938238218903,1961,2151,2702,1921,1730,1888,-169,-455,-447
132523938238508533,1948,2143,2692,1922,1730,1890,-169,-455,-447
132523938238646370,1943,2152,2684,1920,1728,1889,-175,-452,-438
132523938238810321,1954,2143,2677,1921,1729,1890,-175,-452,-438
132523938239211089,1967,2147,2695,1922,1729,1890,-175,-452,-438
132523938239219202,1955,2140,2662,1919,1729,1888,-175,-452,-438
132523938239510751,1948,2154,2676,1920,1729,1888,-178,-453,-449
132523938239697731,1948,2146,2673,1919,1728,1889,-178,-453,-449
132523938239758895,1952,2144,2661,1921,1730,1889,-178,-453,-449
132523938239996255,1953,2158,2678,1922,1730,1889,-168,-454,-444
132523938240247508,1946,2153,2660,1920,1729,1889,-168,-454,-444
132523938240371787,1946,2132,2661,1920,1729,1888,-168,-454,-444
132523938240610610,1960,2147,2658,1921,1730,1890,-168,-454,-444
132523938240817762,1958,2147,2699,1920,1728,1888,-174,-456,-448
132523938240995836,1968,2136,2678,1920,1729,1888,-174,-456,-448
132523938241135443,1961,2139,2670,1920,1729,1889,-174,-456,-448
132523938241535224,1954,2140,2687,1921,1729,1889,-171,-450,-447
132523938241571917,1948,2155,2690,1921,1730,1890,-171,-450,-447
132523938241710648,1932,2152,2696,1922,1731,1891,-171,-450,-447
132523938241946183,1943,2150,2672,1920,1728,1888,-171,-450,-447
132523938242446301,1958,2116,2683,1922,1730,1889,-176,-454,-448
132523938242460823,1950,2148,2675,1920,1729,1888,-176,-454,-448
132523938242471853,1944,2162,2693,1920,1729,1889,-176,-454,-448
132523938242736339,1964,2132,2677,1920,1729,1887,-178,-445,-448
132523938242985897,1966,2123,2676,1919,1729,1888,-178,-445,-448
132523938243237459,1946,2136,2705,1921,1730,1890,-178,-445,-448
132523938243245085,1964,2127,2694,1920,1729,1889,-178,-445,-448
132523938243485901,1955,2155,2676,1920,1729,1888,-173,-452,-441
132523938243620537,1937,2131,2684,1921,1730,1890,-173,-452,-441
132523938243877106,1954,2156,2673,1920,1729,1888,-173,-452,-441
132523938244046726,1968,2150,2685,1919,1729,1889,-172,-453,-447
132523938244282019,1950,2138,2687,1919,1729,1888,-172,-453,-447
132523938244420847,1947,2129,2667,1921,1730,1890,-172,-453,-447
132523938244696915,1957,2145,2668,1922,1730,1891,-172,-453,-447
132523938244993101,1948,2135,2679,1922,1731,1891,-172,-449,-443
132523938245081680,1951,2146,2696,1920,1729,1888,-172,-449,-443
132523938245360629,1959,2151,2658,1922,1731,1889,-172,-449,-443
132523938245382730,1966,2153,2665,1921,1729,1887,-176,-453,-446
132523938245620684,1960,2146,2693,1920,1729,1888,-176,-453,-446
132523938245860787,1966,2151,2679,1920,1728,1887,-176,-453,-446
132523938246032262,1937,2132,2676,1921,1729,1890,-176,-453,-446
132523938246310186,1964,2127,2691,1922,1730,1890,-175,-444,-442
132523938246568198,1960,2114,2678,1919,1729,1888,-175,-444,-442
132523938246821120,1963,2151,2659,1920,1729,1888,-175,-444,-442
132523938246920500,1957,2142,2672,1921,1730,1890,-173,-452,-446
132523938247094212,1967,2138,2695,1919,1729,1889,-173,-452,-446
